time,open,high,low,close,tick_volume,spread,real_volume
2026-05-27 21:15:00,1.16258,1.16258,1.16251,1.16252,37,55,0
2026-05-27 21:20:00,1.16253,1.16259,1.16251,1.16258,57,52,0
2026-05-27 21:25:00,1.16257,1.16258,1.16252,1.16258,36,50,0
2026-05-27 21:30:00,1.16258,1.16268,1.16257,1.16265,39,35,0
2026-05-27 21:35:00,1.16263,1.16283,1.16262,1.16271,54,14,0
2026-05-27 21:40:00,1.1627,1.1627,1.16242,1.16246,54,34,0
2026-05-27 21:45:00,1.16245,1.16266,1.16243,1.16247,82,34,0
2026-05-27 21:50:00,1.16247,1.16251,1.16241,1.16251,111,39,0
2026-05-27 21:55:00,1.1625,1.16271,1.1625,1.16271,46,34,0
2026-05-27 22:00:00,1.16288,1.16288,1.16272,1.1627399999999999,52,6,0
2026-05-27 22:05:00,1.1627399999999999,1.16289,1.1627399999999999,1.16285,38,6,0
2026-05-27 22:10:00,1.16285,1.163,1.16285,1.16296,34,6,0
2026-05-27 22:15:00,1.16296,1.163,1.16286,1.16288,48,6,0
2026-05-27 22:20:00,1.16288,1.16299,1.16288,1.1629800000000001,42,6,0
2026-05-27 22:25:00,1.1629800000000001,1.1629800000000001,1.16276,1.16279,58,6,0
2026-05-27 22:30:00,1.1628,1.1628,1.1627,1.16278,55,6,0
2026-05-27 22:35:00,1.16278,1.1629,1.16278,1.16289,40,6,0
2026-05-27 22:40:00,1.16289,1.16291,1.16266,1.16268,49,6,0
2026-05-27 22:45:00,1.16269,1.16269,1.16259,1.1626,47,6,0
2026-05-27 22:50:00,1.1626,1.16263,1.16259,1.16261,25,6,0
2026-05-27 22:55:00,1.16261,1.1626400000000001,1.16256,1.16256,31,6,0
2026-05-27 23:00:00,1.16256,1.16269,1.16255,1.16269,26,6,0
2026-05-27 23:05:00,1.16269,1.16271,1.16265,1.16269,32,6,0
2026-05-27 23:10:00,1.16269,1.16277,1.16268,1.1627399999999999,32,6,0
2026-05-27 23:15:00,1.1627399999999999,1.16286,1.1627,1.16275,45,6,0
2026-05-27 23:20:00,1.16275,1.16275,1.16219,1.16229,141,6,0
2026-05-27 23:25:00,1.16228,1.16231,1.16214,1.16215,72,6,0
2026-05-27 23:30:00,1.16215,1.16226,1.16201,1.16223,123,6,0
2026-05-27 23:35:00,1.16223,1.16223,1.16202,1.16214,65,6,0
2026-05-27 23:40:00,1.16214,1.16222,1.16209,1.1622,44,6,0
2026-05-27 23:45:00,1.1622,1.1622,1.16211,1.16211,60,6,0
2026-05-27 23:50:00,1.16211,1.16212,1.16158,1.16178,122,6,0
2026-05-27 23:55:00,1.16178,1.16186,1.1616900000000001,1.16172,86,6,0
2026-05-28 00:00:00,1.16172,1.16191,1.16163,1.16188,200,6,0
2026-05-28 00:05:00,1.1619,1.16205,1.16178,1.16204,134,6,0
2026-05-28 00:10:00,1.1620300000000001,1.16204,1.16191,1.16198,108,6,0
2026-05-28 00:15:00,1.16199,1.16223,1.16195,1.16215,91,6,0
2026-05-28 00:20:00,1.16215,1.16229,1.16207,1.1621299999999999,103,6,0
2026-05-28 00:25:00,1.16215,1.16233,1.16204,1.16229,107,6,0
2026-05-28 00:30:00,1.16229,1.16232,1.16197,1.1620300000000001,157,6,0
2026-05-28 00:35:00,1.16204,1.1621299999999999,1.16193,1.16198,76,6,0
2026-05-28 00:40:00,1.16198,1.16215,1.16194,1.16194,70,6,0
2026-05-28 00:45:00,1.16197,1.16206,1.16192,1.16195,66,6,0
2026-05-28 00:50:00,1.16195,1.16197,1.16175,1.16175,101,6,0
2026-05-28 00:55:00,1.16174,1.16211,1.16167,1.16204,167,6,0
2026-05-28 01:00:00,1.16205,1.16209,1.1618,1.16182,143,6,0
2026-05-28 01:05:00,1.16183,1.16193,1.16178,1.16187,108,6,0
2026-05-28 01:10:00,1.16187,1.16202,1.16186,1.16191,108,6,0
2026-05-28 01:15:00,1.16191,1.16201,1.16189,1.16198,102,6,0
2026-05-28 01:20:00,1.16198,1.162,1.16184,1.16197,83,6,0
2026-05-28 01:25:00,1.16197,1.16197,1.16182,1.16182,91,6,0
2026-05-28 01:30:00,1.16184,1.16196,1.16166,1.16173,139,6,0
2026-05-28 01:35:00,1.16172,1.16175,1.16165,1.16173,77,6,0
2026-05-28 01:40:00,1.16173,1.16173,1.16157,1.16161,77,6,0
2026-05-28 01:45:00,1.16161,1.16161,1.16124,1.16138,143,6,0
2026-05-28 01:50:00,1.16137,1.16138,1.16121,1.16123,108,6,0
2026-05-28 01:55:00,1.16123,1.16125,1.16092,1.16099,129,6,0
2026-05-28 02:00:00,1.16099,1.1611,1.16094,1.16099,130,6,0
2026-05-28 02:05:00,1.16099,1.16112,1.16095,1.16111,74,6,0
2026-05-28 02:10:00,1.16111,1.16125,1.1611,1.16125,104,6,0
2026-05-28 02:15:00,1.16125,1.16131,1.1611799999999999,1.1613,52,6,0
2026-05-28 02:20:00,1.16131,1.16139,1.16129,1.16135,68,6,0
2026-05-28 02:25:00,1.16137,1.16138,1.16131,1.16132,45,6,0
2026-05-28 02:30:00,1.16132,1.16148,1.16132,1.16145,70,6,0
2026-05-28 02:35:00,1.16144,1.16149,1.1612,1.16129,84,6,0
2026-05-28 02:40:00,1.1613,1.16131,1.16111,1.16114,78,6,0
2026-05-28 02:45:00,1.16114,1.16117,1.16104,1.16113,86,6,0
2026-05-28 02:50:00,1.16113,1.1612,1.1610800000000001,1.16109,74,6,0
2026-05-28 02:55:00,1.16109,1.16127,1.1610800000000001,1.16124,75,6,0
2026-05-28 03:00:00,1.16124,1.16134,1.16119,1.16125,94,6,0
